sqft_living,sqft_lot,lat,long,bed_and_bath,total_yrs,index,view_1,view_2,view_3,view_4,condition_2,condition_3,condition_4,condition_5
0.46167482774662544,0.19470198268807223,-1.63552082463545,0.19047984525809789,1.0958572638583965,-0.888790622475381,15486,0,0,0,0,0,0,1,0
-1.3346299384564353,0.2894290921513003,0.6438992120264411,2.15787433534029,-1.042647556118676,0.3165010687706925,11214,0,0,0,0,0,1,0,0
-1.0026874503601884,0.05539726233428517,-1.3651911238928074,-0.6760260312401921,0.12380961841427254,0.3165010687706925,2751,0,0,0,0,0,0,1,0
-0.0006720290752266207,0.14652099035894794,1.2083476271770481,-0.0012878487210393223,-0.07059991067455224,-0.303363229584431,11234,0,0,0,0,0,1,0,0
0.7293985391910007,-0.5670668269816501,-0.23413165598563157,1.3055734732107913,0.9014477347695716,-1.3020334880454634,20226,0,0,0,0,0,1,0,0
0.4734038735368908,0.42482628204672973,0.8904398991037107,0.09814725186080281,0.7070382056807469,1.7284141928018073,8892,0,0,0,0,0,0,0,1
-0.495511244857512,-0.18822563254684863,-0.5686196057045042,-0.8251786821128544,-0.6538284979410266,1.1085498944466836,7016,0,0,0,0,0,1,0,0
0.7505012892936893,2.3921994826520305,1.4368663342048253,1.0001656642811216,0.7070382056807469,-0.2000525131919104,9232,0,0,0,0,0,1,0,0
-0.0006720290752266207,0.036071905467646805,0.42403105542240793,1.2132408798134962,0.12380961841427254,-0.5788584732978193,6931,0,0,0,0,0,1,0,0
-0.314479936143103,0.3574959352068959,-0.627010821064956,0.6379377978760846,-1.042647556118676,0.4198117851632131,15321,0,0,0,0,0,0,1,0
0.942794568126183,2.080106163856668,-0.9744745964194447,1.3765985450549498,0.9014477347695716,-0.303363229584431,9248,0,0,0,0,0,0,1,0
-0.6719172925939162,1.4042964317313118,1.3135959906661905,0.9859606499123302,0.12380961841427254,-0.7510430006186869,8684,0,0,0,0,0,1,0,0
-0.7272854716735662,0.7877226317137683,0.24597389253329152,1.2700609372887626,-0.26500943976337704,0.07544273052147783,5560,0,0,0,0,0,0,1,0
-0.36260322694982355,-0.7371887611418865,0.3533848936283443,-0.5552834091052135,0.12380961841427254,-0.7166060951545133,8989,0,0,0,0,0,1,0,0
-0.25168362546366924,-0.36383366957710245,-0.15771846057573857,-0.4203357726013425,-0.6538284979410266,1.7972880037301542,5505,0,0,0,0,0,0,0,1
-0.6719172925939162,-0.3447160282577871,-1.37528343272056,0.21178736681133534,-0.26500943976337704,-0.5099846623694722,695,0,0,0,0,0,1,0,0
-0.0006720290752266207,1.8587894476996913,-0.719283358918431,1.5825712534028784,-0.07059991067455224,0.24762725784234546,16663,0,0,0,0,0,0,0,1
0.5197928961082671,-0.626451579194687,-0.3703778251599337,-0.24987560017544277,0.5126286765919221,1.521792760016766,10206,0,1,0,0,0,0,1,0
-1.4803964756045402,-0.12568784403605116,-0.08490966117571332,-0.6050009593960336,-0.6538284979410266,1.6939772873376338,7701,0,0,0,0,0,0,1,0
1.0006514096499954,-0.4982167019620142,0.16163102590155629,-0.533975887551976,-0.4594189688522018,0.7986177452691219,8627,0,1,0,0,0,1,0,0
-0.5646300564994091,-0.5189298292607155,1.2364619160542933,-0.8677937252193293,-0.4594189688522018,-0.47554775690529866,16791,0,0,0,0,0,1,0,0
1.6391759352577278,-0.010723564550824261,0.23948597971545788,1.6891088611690657,1.6790858511248707,-1.3709072989738105,21169,0,0,0,0,0,1,0,0
0.2536431414886162,-0.1943379388162091,0.8731387982561712,-0.48425833726105494,1.0958572638583965,0.48868559609156015,14634,0,0,0,0,0,1,0,0
0.2280258047748887,-1.3955437403490096,1.0216399138641366,-1.0382538976452291,1.6790858511248707,-1.3020334880454634,844,0,0,0,0,0,1,0,0
-1.6085085318335128,0.18542734534079905,-1.523784548328474,-0.5268733803675298,-1.042647556118676,0.5231225015557337,2135,0,0,0,0,0,1,0,0
0.36586763883509915,0.6712002121115976,0.5919959094838229,0.7231678840890345,0.9014477347695716,-0.26892632412025747,9677,0,0,0,0,0,1,0,0
0.09597013618735778,0.2865516251579678,-0.21827231354204954,1.1422158079693376,-0.26500943976337704,-0.09674179679938981,13128,0,0,0,0,0,1,0,0
-0.3464619759699228,-0.30374393287952295,0.05854530001837555,-1.272636634730841,-1.042647556118676,0.6953070288766013,9866,0,0,0,0,0,0,1,0
-2.03620566584606,-2.0270849873344123,-0.07481735234796068,-1.1803040413334451,-1.4314666142963257,-1.1987227716529427,19742,0,0,0,0,0,1,0,0
0.8935670435053992,0.019909284719174292,1.2746685137592397,-0.23567058580665146,0.9014477347695716,-1.1298489607245956,9135,0,0,0,0,0,1,0,0
0.17601350854887782,0.5437339428940828,-0.21250527992622015,0.30411996020873133,0.12380961841427254,-0.6477322842261662,9759,0,0,0,0,0,0,1,0
-1.944792947293038,-1.681813091469274,0.5220706268917635,-1.1092789694892866,-1.8202856724739753,2.107220152907716,18822,0,0,0,0,0,1,0,0
0.3536371118047917,-0.008784909745238042,-0.536180041615387,-0.7399485958999045,2.0679049093025204,-1.474218015366331,9986,0,0,0,0,0,1,0,0
-1.4308849285775989,-0.4720587459861422,-0.31775364341536255,-1.0169463760919917,-1.042647556118676,1.7628510982659809,18895,0,0,0,0,0,1,0,0
1.1126047477884722,-0.12338083860426959,-1.9116175589939222,-0.3564132079416301,0.9014477347695716,-1.474218015366331,20886,0,0,0,0,0,1,0,0
2.186736463116413,0.5728471788804617,-0.01570525778560704,0.6450403050605308,0.9014477347695716,-0.9921013388679015,5667,0,0,0,0,0,1,0,0
0.36586763883509915,0.03291498871646002,1.2263696072265406,0.07683973030756534,-0.07059991067455224,-0.16561560772773687,12234,0,0,0,0,0,1,0,0
0.8433798578187564,-0.49593811357749484,-1.623265878201787,1.1351133007848915,0.12380961841427254,-1.2331596771171163,21390,0,0,0,0,0,1,0,0
-0.5998980203179441,-0.03211531535271794,-1.611010931768124,-0.4345407869701338,0.5126286765919221,0.10987963598565136,14874,0,0,0,0,0,1,0,0
-0.08649734638649381,0.8761874813262321,-1.6319164286255312,-0.988536347354308,-1.8202856724739753,0.45424869062738665,14852,0,0,1,0,0,1,0,0
-0.19038260804422671,-0.5073764911718628,0.8486289053888452,-1.0524589120140204,-1.237057085207501,1.9005987201226748,3230,0,0,0,0,0,1,0,0
0.2536431414886162,0.4358093031433194,0.7433805418997028,0.21178736681133534,-0.6538284979410266,0.48868559609156015,10002,0,0,0,0,0,0,1,0
0.3165930036605376,0.19295305119547337,0.6352486616026457,1.0924982576784166,-0.26500943976337704,-0.40667394597695156,6790,0,0,0,0,0,1,0,0
-0.495511244857512,1.1249474409341869,-0.5765492769262952,0.7018603625357971,-1.042647556118676,0.4198117851632131,2352,0,0,0,0,1,0,0,0
1.5328384149187215,0.17137355848676278,0.183978281162972,1.1280107936005463,1.6790858511248707,-0.9921013388679015,6793,0,0,0,0,0,1,0,0
0.6974164993641809,-0.4403936156304513,0.9127871543651264,-1.2016115628866826,-0.07059991067455224,1.07411298898251,1458,0,0,0,0,0,0,1,0
0.16284457396379898,-1.5705090956050962,0.3375255511847623,0.09104474467635668,0.5126286765919221,-1.336470393509637,21213,0,0,0,0,0,1,0,0
-1.3823076176483682,-0.27502514801621053,-0.447511899771831,-0.7257435815310123,-1.8202856724739753,0.282064163306519,12892,0,0,0,0,0,1,0,0
1.4380600644124701,0.9768090374434589,0.30580686629764947,0.30411996020873133,-0.26500943976337704,-0.23448941865608394,3799,0,0,0,0,0,0,0,1
-1.5308788988937745,0.02136165062760936,-0.26008330725691503,-1.1021764623049415,-1.042647556118676,1.5562296654809396,3878,0,0,0,0,0,1,0,0
-0.1752827342716392,-0.711367626246526,-0.6327778546807854,0.19047984525809789,-1.237057085207501,-0.5788584732978193,6860,0,0,0,0,0,1,0,0
